attractiveness,disclosure,threshold,matches,true_satisfaction
0.46118,0.459349,0.5,3,2
0.303521,0.901827,0.5,0,0
0.497709,0.309218,0.5,7,6
0.60694,0.978471,0.5,8,7
0.702606,0.583217,0.5,14,12
0.624386,0.346396,0.5,12,8
0.519513,0.587958,0.5,6,5
0.450998,0.664501,0.5,8,8
0.636607,0.546785,0.5,9,9
0.464113,0.7083,0.5,3,2
0.658274,0.550089,0.5,15,13
0.56453,0.443771,0.5,6,3
0.404943,0.295578,0.5,15,13
0.385566,0.592203,0.5,9,9
0.473745,0.34745,0.5,7,5
0.576919,0.737956,0.5,9,9
0.766526,0.870193,0.5,24,18
0.674705,0.386737,0.5,10,9
0.813254,0.662116,0.5,24,23
0.632841,0.440409,0.5,18,18
0.476639,0.503742,0.5,4,4
0.416498,0.862753,0.5,0,0
0.724447,0.914765,0.5,23,23
0.855851,0.802663,0.5,29,24
0.637046,0.421265,0.5,20,18
0.665798,0.214224,0.5,11,10
0.670387,0.860993,0.5,18,14
0.463347,0.784184,0.5,3,2
0.507686,0.778088,0.5,2,2
0.571621,0.743436,0.5,7,5
0.715495,0.403823,0.5,13,10
0.601731,0.7084,0.5,15,13
0.709219,0.466707,0.5,13,13
0.51963,0.777977,0.5,7,6
0.427636,0.401135,0.5,7,6
0.800171,0.736231,0.5,24,21
0.870689,0.420826,0.5,19,16
0.655707,0.301234,0.5,9,6
0.413392,0.322786,0.5,10,7
0.627752,0.394649,0.5,13,11
0.679211,0.958621,0.5,16,12
0.748279,0.242596,0.5,13,8
0.686566,0.952415,0.5,22,16
0.670593,0.65092,0.5,14,12
0.763271,0.666726,0.5,25,19
0.382045,0.604392,0.5,2,1
0.725248,0.781295,0.5,21,18
0.769529,0.242698,0.5,13,9
0.476017,0.851486,0.5,2,2
0.682571,0.986015,0.5,20,15
0.569099,0.249525,0.5,8,7
0.570628,0.512638,0.5,10,9
0.594339,0.894951,0.5,9,9
0.683448,0.714156,0.5,13,10
0.947262,0.587526,0.5,30,26
0.651008,0.266698,0.5,14,11
0.557486,0.392575,0.5,8,8
0.260546,0.336996,0.5,4,3
0.971772,0.599707,0.5,24,20
0.556083,0.746294,0.5,9,8
0.462534,0.876312,0.5,4,3
0.630196,0.585359,0.5,11,10
0.538814,0.973836,0.5,3,2
0.551512,0.995905,0.5,5,5
0.737734,0.839555,0.5,20,14
0.773885,0.413424,0.5,11,10
0.786606,0.233322,0.5,9,7
0.90668,0.651059,0.5,27,22
0.606494,0.52795,0.5,12,8
0.722112,0.824354,0.5,30,28
0.587505,0.288906,0.5,12,7
0.583755,0.57599,0.5,8,6
0.543551,0.881333,0.5,5,5
0.465645,0.60935,0.5,5,5
0.667285,0.80209,0.5,18,14
0.406337,0.523823,0.5,4,3
0.55177,0.564044,0.5,7,4
0.662687,0.60676,0.5,16,13
0.577535,0.712038,0.5,8,7
0.146096,0.656488,0.5,0,0
0.669544,0.209382,0.5,11,10
0.597586,0.731348,0.5,4,4
0.462011,0.708539,0.5,10,8
0.54075,0.267861,0.5,7,6
0.501908,0.347394,0.5,9,6
0.77521,0.57705,0.5,16,11
0.778211,0.52676,0.5,13,11
0.932848,0.213205,0.5,17,15
0.736891,0.257168,0.5,14,12
0.584926,0.477783,0.5,9,6
0.873864,0.401892,0.5,14,11
0.403902,0.554741,0.5,6,5
0.267877,0.291033,0.5,5,3
0.282784,0.799956,0.5,0,0
0.766861,0.585691,0.5,16,12
0.536509,0.259594,0.5,10,7
0.650477,0.299454,0.5,8,7
0.496237,0.215368,0.5,11,10
0.372459,0.395135,0.5,4,4
0.778479,0.846205,0.5,27,22
0.493567,0.949671,0.5,2,2
0.455703,0.288971,0.5,11,10
0.394678,0.263894,0.5,12,9
0.582492,0.306642,0.5,10,6
0.577212,0.433597,0.5,15,13
0.923055,0.535084,0.5,27,27
0.578534,0.732861,0.5,11,6
0.527126,0.509102,0.5,6,3
0.602819,0.318793,0.5,14,10
0.774576,0.7531,0.5,19,19
0.693261,0.748062,0.5,16,15
0.598389,0.959876,0.5,7,7
0.689806,0.44254,0.5,15,13
0.546717,0.899515,0.5,5,5
0.7081,0.445707,0.5,7,7
0.627699,0.653455,0.5,9,7
0.758173,0.714617,0.5,19,15
0.580846,0.524155,0.5,9,7
0.564686,0.377373,0.5,9,8
0.310764,0.695435,0.5,2,2
0.714168,0.359257,0.5,11,10
0.436174,0.571266,0.5,5,3
0.782481,0.211643,0.5,13,11
0.319691,0.829312,0.5,1,1
0.615961,0.920278,0.5,8,6
0.604234,0.613299,0.5,15,12
0.599885,0.51404,0.5,10,7
0.459552,0.423496,0.5,6,5
0.653361,0.834234,0.5,10,9
0.611505,0.611042,0.5,12,7
0.505389,0.487204,0.5,6,5
0.899312,0.584517,0.5,25,20
0.288013,0.995285,0.5,0,0
0.62428,0.87205,0.5,12,10
0.576502,0.708039,0.5,4,4
0.71496,0.495174,0.5,13,11
0.711692,0.69881,0.5,17,15
0.945502,0.525193,0.5,24,18
0.586917,0.885794,0.5,8,7
0.619604,0.295482,0.5,9,9
0.609085,0.302516,0.5,13,11
0.525895,0.521903,0.5,7,5
0.61737,0.423452,0.5,13,12
0.400739,0.883442,0.5,0,0
0.664827,0.370175,0.5,14,12
0.0823916,0.232471,0.5,6,5
0.407885,0.68549,0.5,4,4
0.74618,0.454835,0.5,13,7
0.729397,0.44577,0.5,15,12
0.435129,0.694299,0.5,3,2
0.828834,0.516596,0.5,17,13
0.694959,0.281265,0.5,15,12
0.755654,0.853638,0.5,29,25
0.576998,0.472562,0.5,12,10
1,0.314692,0.5,17,13
0.542588,0.446931,0.5,14,12
0.453882,0.601931,0.5,2,2
0.764478,0.406293,0.5,17,13
0.754729,0.306364,0.5,18,15
0.630467,0.512893,0.5,12,9
0.382439,0.304374,0.5,4,3
0.384908,0.834524,0.5,1,1
0.818536,0.972015,0.5,34,27
0.559161,0.678904,0.5,11,9
1,0.672124,0.5,34,30
0.645511,0.656647,0.5,11,7
0.559565,0.801267,0.5,4,4
0.624228,0.987178,0.5,14,9
0.586032,0.919878,0.5,8,6
0.854037,0.824594,0.5,37,29
0.676479,0.662164,0.5,13,12
0.792058,0.902081,0.5,26,24
0.573751,0.579086,0.5,10,9
0.505991,0.824796,0.5,4,4
0.590854,0.750964,0.5,5,4
0.455842,0.559545,0.5,2,2
0.825038,0.674293,0.5,26,23
0.702896,0.360878,0.5,18,13
0.298824,0.870566,0.5,0,0
0.559874,0.995756,0.5,4,4
0.511478,0.335744,0.5,8,7
0.736035,0.928895,0.5,21,16
0.695489,0.279963,0.5,15,14
0.449111,0.391786,0.5,4,4
0.619131,0.383732,0.5,15,15
0.439392,0.652385,0.5,1,0
0.740514,0.857601,0.5,18,14
0.342937,0.440237,0.5,5,4
0.433359,0.397937,0.5,5,5
0.71396,0.944139,0.5,25,20
0.634909,0.670127,0.5,16,14
0.318334,0.934525,0.5,1,1
0.551644,0.948736,0.5,4,4
0.537119,0.671682,0.5,6,6
0.683754,0.483073,0.5,14,13
0.515271,0.595066,0.5,9,5
0.460428,0.84061,0.5,1,1
0.552414,0.487131,0.5,8,7
0.71778,0.428752,0.5,17,14
0.561466,0.560617,0.5,9,8
0.632976,0.745718,0.5,13,8
0.637355,0.73363,0.5,16,15
0.547009,0.489734,0.5,4,3
0.275986,0.483023,0.5,3,2
0.768124,0.828741,0.5,23,19
0.464729,0.213147,0.5,14,14
0.635738,0.765754,0.5,12,12
0.743705,0.213663,0.5,15,13
0.360745,0.477227,0.5,6,5
0.603769,0.714636,0.5,8,6
0.790061,0.615448,0.5,14,13
0.465476,0.451975,0.5,3,2
0.593361,0.920288,0.5,10,9
0.660916,0.483656,0.5,14,11
0.582753,0.662677,0.5,8,7
0.696479,0.566841,0.5,15,15
0.63178,0.608666,0.5,13,8
0.826725,0.537518,0.5,20,18
0.563905,0.563489,0.5,7,7
0.464781,0.209803,0.5,12,10
0.62996,0.779377,0.5,5,4
0.531953,0.93537,0.5,4,4
0.295437,0.288642,0.5,6,2
0.778519,0.677068,0.5,17,12
0.901844,0.707092,0.5,28,26
0.322685,0.671743,0.5,4,3
0.596976,0.935549,0.5,13,11
0.691425,0.887199,0.5,14,12
0.442564,0.254239,0.5,13,12
0.496107,0.723172,0.5,3,3
0.606669,0.407234,0.5,11,7
0.303353,0.295285,0.5,6,2
0.662105,0.503938,0.5,17,11
0.810249,0.700516,0.5,21,16
0.684293,0.674515,0.5,13,11
0.583159,0.527841,0.5,10,7
0.638364,0.29145,0.5,17,15
0.562971,0.550604,0.5,7,6
0.654037,0.815084,0.5,8,5
0.561305,0.409648,0.5,8,7
0.721693,0.533414,0.5,16,15
0.450975,0.99082,0.5,1,1
0.794247,0.831695,0.5,21,19
0.694287,0.303575,0.5,13,11
0.628877,0.951404,0.5,17,13
0.75847,0.353828,0.5,18,13
0.579913,0.64431,0.5,7,4
0.587595,0.611327,0.5,9,8
0.808095,0.79871,0.5,24,17
0.714184,0.214842,0.5,19,17
0.573011,0.375284,0.5,9,6
0.786639,0.892178,0.5,31,24
0.566568,0.986148,0.5,9,8
0.611972,0.835053,0.5,7,4
0.850172,0.76937,0.5,31,25
0.465563,0.369947,0.5,6,3
0.530206,0.441734,0.5,7,5
0.69843,0.902641,0.5,19,18
0.686694,0.324485,0.5,12,9
0.527276,0.467403,0.5,12,10
0.461397,0.583938,0.5,9,7
0.506807,0.376074,0.5,6,6
0.550439,0.552996,0.5,6,3
0.652949,0.771959,0.5,14,13
0.428579,0.239658,0.5,13,13
0.744274,0.838254,0.5,20,17
0.436832,0.655611,0.5,4,3
0.745788,0.553542,0.5,7,6
0.510339,0.915554,0.5,3,3
0.786338,0.587412,0.5,10,9
0.49957,0.635471,0.5,6,4
0.796475,0.23493,0.5,14,11
0.704028,0.597467,0.5,10,8
0.975386,0.7567,0.5,33,27
0.563187,0.506731,0.5,11,9
0.81345,0.434866,0.5,14,10
0.620086,0.549286,0.5,11,6
0.590916,0.704617,0.5,7,7
0.473445,0.547684,0.5,4,3
0.648491,0.890843,0.5,8,8
0.65059,0.968453,0.5,13,13
0.466145,0.226711,0.5,7,6
0.563384,0.520117,0.5,10,7
0.631841,0.862602,0.5,14,11
0.509953,0.422976,0.5,11,10
0.456522,0.741919,0.5,1,1
0.789536,0.346899,0.5,20,17
0.619136,0.56921,0.5,10,9
0.499968,0.785605,0.5,3,2
0.651225,0.372116,0.5,12,9
0.655744,0.716897,0.5,14,10
0.64758,0.576925,0.5,14,13
0.818839,0.453073,0.5,17,15
0.404817,0.304638,0.5,6,5
0.476988,0.695486,0.5,4,4
0.570554,0.320119,0.5,15,12
0.514469,0.732833,0.5,7,7
0.469484,0.993639,0.5,4,4
0.556088,0.854725,0.5,7,5
0.626646,0.883891,0.5,8,7
0.62325,0.763519,0.5,10,10
0.419537,0.295347,0.5,8,7
0.578602,0.899591,0.5,11,10
0.747752,0.761747,0.5,22,19
0.685216,0.244857,0.5,11,9
0.745431,0.660001,0.5,9,6
0.424879,0.484372,0.5,1,1
0.627037,0.277913,0.5,13,13
0.663532,0.280407,0.5,5,4
0.361235,0.280649,0.5,5,2
0.674349,0.933429,0.5,21,20
0.579217,0.260825,0.5,8,6
0.549955,0.359969,0.5,10,9
0.774453,0.691399,0.5,21,19
0.491922,0.27474,0.5,14,12
0.743658,0.506818,0.5,17,15
0.529488,0.512918,0.5,8,5
0.724898,0.487724,0.5,10,9
0.679683,0.965056,0.5,21,18
0.501823,0.738445,0.5,8,6
0.778175,0.654609,0.5,16,13
0.582747,0.365285,0.5,13,12
0.606867,0.230061,0.5,10,8
0.44044,0.845578,0.5,4,3
0.378186,0.333508,0.5,12,9
0.582536,0.288345,0.5,8,6
0.485594,0.237115,0.5,13,12
0.543385,0.615332,0.5,5,3
0.364861,0.801083,0.5,0,0
0.846901,0.579373,0.5,16,12
0.610596,0.826444,0.5,5,3
0.66567,0.989647,0.5,16,15
0.611917,0.58629,0.5,7,5
0.680019,0.346536,0.5,10,10
0.481818,0.659902,0.5,6,5
0.850783,0.79955,0.5,20,16
0.700726,0.44952,0.5,19,15
0.531038,0.278806,0.5,13,11
0.660383,0.786238,0.5,13,13
0.635139,0.860834,0.5,11,7
0.568363,0.578162,0.5,5,5
0.621357,0.571929,0.5,13,12
0.534018,0.942991,0.5,10,10
0.694185,0.708915,0.5,12,6
0.713284,0.626474,0.5,11,9
0.51901,0.275267,0.5,9,8
0.512076,0.774594,0.5,6,4
0.473502,0.439115,0.5,8,8
0.754033,0.386364,0.5,16,13
0.534813,0.766724,0.5,7,7
0.547605,0.752253,0.5,6,6
0.455443,0.420082,0.5,7,5
0.568508,0.4332,0.5,8,7
0.434268,0.292279,0.5,6,6
0.613227,0.728944,0.5,6,6
0.445136,0.820142,0.5,4,3
0.878674,0.325904,0.5,18,15
0.86769,0.279449,0.5,11,9
0.578451,0.24935,0.5,10,10
0.574265,0.624412,0.5,14,9
0.485795,0.726386,0.5,4,3
0.695487,0.966465,0.5,20,18
0.577819,0.323005,0.5,14,13
0.757881,0.799405,0.5,20,16
0.711916,0.588958,0.5,13,11
0.745689,0.417511,0.5,18,16
0.672511,0.328361,0.5,6,6
0.535472,0.988598,0.5,2,2
0.487735,0.905189,0.5,5,5
0.57333,0.266067,0.5,11,10
0.298921,0.948301,0.5,2,2
0.645135,0.463119,0.5,15,13
0.684048,0.367114,0.5,18,17
0.50021,0.712953,0.5,9,9
0.750454,0.388427,0.5,15,12
0.735113,0.512564,0.5,13,12
0.523348,0.269185,0.5,13,12
0.699896,0.519751,0.5,13,12
0.565025,0.438105,0.5,10,9
0.442838,0.302414,0.5,7,7
0.73824,0.21133,0.5,13,12
0.715028,0.991658,0.5,27,23
0.481766,0.372239,0.5,10,8
0.724753,0.710188,0.5,11,11
0.514452,0.241906,0.5,16,13
0.58246,0.818803,0.5,13,12
0.714685,0.495844,0.5,17,15
0.431708,0.788097,0.5,2,2
0.787026,0.856955,0.5,21,19
0.449687,0.996678,0.5,4,4
0.509699,0.425706,0.5,10,8
0.636207,0.459115,0.5,11,8
0.587933,0.305504,0.5,7,7
0.578476,0.577817,0.5,12,10
0.427517,0.851321,0.5,2,2
0.540146,0.352487,0.5,7,6
0.713669,0.595706,0.5,20,16
0.456733,0.98503,0.5,4,4
0.42317,0.499015,0.5,6,5
0.579794,0.945383,0.5,4,2
0.726587,0.590788,0.5,16,11
0.767873,0.260352,0.5,10,10
0.735264,0.678572,0.5,20,19
0.67064,0.384655,0.5,15,15
0.454085,0.239166,0.5,6,5
0.752206,0.340582,0.5,10,10
0.817636,0.865315,0.5,28,21
0.710836,0.79809,0.5,16,16
0.730826,0.553131,0.5,14,10
0.438973,0.986455,0.5,1,1
0.600839,0.255452,0.5,9,7
0.414139,0.5338,0.5,1,1
0.61725,0.337422,0.5,14,9
0.488187,0.448907,0.5,8,8
0.564487,0.371435,0.5,10,8
0.752357,0.711842,0.5,25,21
0.550665,0.627979,0.5,6,5
0.731654,0.235215,0.5,11,7
0.68198,0.838433,0.5,24,20
0.740615,0.890242,0.5,25,24
0.623856,0.714966,0.5,11,10
0.623441,0.934957,0.5,12,10
0.405199,0.74375,0.5,1,1
0.543947,0.744694,0.5,5,4
0.420307,0.875909,0.5,2,2
0.799469,0.547365,0.5,11,7
0.708624,0.469449,0.5,14,9
0.621666,0.512602,0.5,5,3
0.65019,0.201755,0.5,13,10
0.850825,0.467376,0.5,19,13
0.620053,0.25523,0.5,8,7
0.424347,0.457781,0.5,6,6
0.855854,0.794281,0.5,34,26
0.751621,0.693682,0.5,12,11
0.469543,0.933454,0.5,2,1
0.357673,0.214089,0.5,9,9
0.432692,0.465613,0.5,8,7
0.833394,0.684894,0.5,28,24
0.883724,0.325273,0.5,12,9
0.90863,0.751501,0.5,27,23
0.387787,0.241187,0.5,9,7
0.792346,0.962134,0.5,34,32
0.561452,0.584297,0.5,6,6
0.49157,0.340875,0.5,7,6
0.339529,0.388435,0.5,9,7
0.39535,0.22343,0.5,9,8
0.314795,0.229664,0.5,8,6
0.784282,0.428713,0.5,13,8
0.75881,0.826089,0.5,17,11
0.672119,0.420526,0.5,10,8
0.566073,0.321217,0.5,15,14
0.565859,0.974604,0.5,7,5
0.740776,0.938656,0.5,23,22
0.393769,0.306274,0.5,5,4
0.547904,0.93078,0.5,5,3
0.540665,0.500159,0.5,8,8
0.313656,0.321515,0.5,7,7
0.621597,0.710846,0.5,10,9
0.424283,0.723926,0.5,4,3
0.755246,0.95767,0.5,30,26
0.747573,0.589999,0.5,22,20
0.348751,0.715755,0.5,2,2
0.516837,0.281925,0.5,12,11
0.528921,0.659126,0.5,8,6
0.708847,0.571117,0.5,12,7
0.621973,0.758544,0.5,11,9
0.807994,0.536155,0.5,14,12
0.869923,0.23263,0.5,11,8
0.506666,0.997024,0.5,4,4
0.844685,0.608362,0.5,20,16
0.512417,0.859723,0.5,5,3
0.711662,0.318921,0.5,13,13
0.651901,0.916448,0.5,7,7
0.737107,0.713341,0.5,13,11
0.394822,0.334892,0.5,3,2
0.523708,0.714774,0.5,5,5
0.428389,0.570359,0.5,6,6
0.62255,0.211213,0.5,19,18
0.695727,0.514449,0.5,12,10
0.616298,0.517009,0.5,16,11
0.710213,0.237278,0.5,20,18
0.596472,0.940543,0.5,8,6
0.442439,0.428965,0.5,9,7
0.895563,0.505081,0.5,16,12
0.208598,0.262436,0.5,4,4
0.863317,0.739956,0.5,19,14
0.640673,0.449614,0.5,12,9
0.584201,0.424593,0.5,11,9
0.760824,0.873386,0.5,22,19
0.502712,0.77667,0.5,4,3
0.387803,0.944372,0.5,1,1
0.51438,0.361271,0.5,13,12
0.503576,0.352565,0.5,10,9
0.547829,0.63309,0.5,9,9
0.789598,0.761538,0.5,23,19
0.343487,0.889123,0.5,0,0
0.81651,0.799657,0.5,26,24
0.607269,0.569922,0.5,10,9
0.539768,0.601188,0.5,7,5
0.668065,0.370656,0.5,14,14
0.668729,0.855681,0.5,14,10
0.796002,0.527948,0.5,14,13
0.700597,0.207932,0.5,15,14
0.399726,0.589294,0.5,4,2
0.628926,0.723943,0.5,10,7
0.456066,0.392556,0.5,7,7
0.948561,0.261846,0.5,19,18
0.778368,0.985254,0.5,26,24
0.572645,0.763562,0.5,9,9
0.644472,0.65582,0.5,21,17
0.27487,0.25251,0.5,8,7
0.431968,0.544094,0.5,3,2
0.755478,0.319067,0.5,13,12
0.550689,0.743987,0.5,7,5
0.771352,0.437239,0.5,13,11
0.734032,0.830596,0.5,20,18
0.777256,0.391711,0.5,13,11
0.445171,0.830057,0.5,3,2
0.513787,0.505043,0.5,12,10
0.72981,0.28511,0.5,10,9
0.741038,0.439335,0.5,14,11
0.861651,0.854692,0.5,31,27
0.842449,0.210192,0.5,10,10
0.688767,0.4389,0.5,8,6
0.450227,0.621554,0.5,3,2
0.48093,0.848394,0.5,2,1
0.552338,0.250014,0.5,8,7
0.613805,0.704196,0.5,10,10
0.784169,0.832808,0.5,25,22
0.420143,0.276084,0.5,10,8
0.778927,0.82694,0.5,31,25
0.512942,0.622141,0.5,4,3
0.592827,0.31985,0.5,14,11
0.769841,0.720151,0.5,16,14
0.318945,0.749461,0.5,2,2
0.529595,0.381729,0.5,10,9
0.536154,0.704216,0.5,8,8
0.315463,0.664523,0.5,2,1
0.462719,0.835211,0.5,5,5
0.611947,0.773024,0.5,8,8
0.610465,0.218601,0.5,10,7
0.635077,0.205404,0.5,23,19
0.471363,0.241895,0.5,11,9
0.708447,0.494766,0.5,10,7
0.694921,0.407475,0.5,17,13
0.456317,0.514728,0.5,7,2
0.762014,0.955102,0.5,32,26
0.553595,0.90029,0.5,7,6
0.843485,0.825601,0.5,34,26
0.314687,0.600024,0.5,1,1
0.690193,0.624328,0.5,17,16
0.498745,0.813402,0.5,1,1
0.727105,0.81648,0.5,12,12
0.715891,0.978522,0.5,24,21
0.674014,0.737349,0.5,15,14
0.989083,0.536155,0.5,28,21
0.398392,0.480088,0.5,5,4
0.819126,0.799144,0.5,23,19
0.622345,0.358488,0.5,9,8
0.644421,0.234392,0.5,10,8
0.774994,0.836143,0.5,22,20
0.381808,0.264535,0.5,14,11
0.731673,0.47663,0.5,17,16
0.640825,0.504855,0.5,15,13
0.712094,0.839949,0.5,18,13
0.677752,0.52632,0.5,16,13
0.423492,0.774525,0.5,1,1
0.767888,0.369709,0.5,16,14
0.559685,0.701532,0.5,4,2
0.28063,0.977487,0.5,0,0
0.614275,0.415003,0.5,14,11
0.604139,0.763282,0.5,7,6
0.479427,0.330882,0.5,5,5
0.681737,0.697307,0.5,11,8
0.538705,0.344939,0.5,10,7
0.695786,0.258123,0.5,13,11
0.559068,0.254891,0.5,15,10
0.581835,0.805279,0.5,10,9
0.545727,0.727426,0.5,8,6
0.483977,0.459434,0.5,6,5
0.808071,0.749196,0.5,25,19
0.983678,0.54094,0.5,37,28
0.750971,0.416396,0.5,16,15
0.697853,0.219144,0.5,14,11
0.73118,0.866928,0.5,25,20
0.473285,0.310017,0.5,9,8
0.223735,0.833236,0.5,0,0
0.476155,0.408336,0.5,9,7
0.613472,0.981356,0.5,11,9
0.71348,0.343549,0.5,10,9
0.510414,0.782155,0.5,7,6
0.598348,0.203439,0.5,14,13
0.268743,0.99804,0.5,0,0
0.703402,0.947862,0.5,15,13
0.679515,0.655588,0.5,15,12
0.592297,0.411338,0.5,14,13
0.772693,0.813533,0.5,20,17
0.676865,0.365183,0.5,19,16
0.666037,0.480203,0.5,12,9
0.671545,0.884751,0.5,14,13
0.488573,0.924748,0.5,2,1
0.569568,0.497731,0.5,8,8
0.422561,0.648074,0.5,0,0
0.610248,0.822344,0.5,9,5
0.434828,0.959047,0.5,1,1
0.532933,0.80449,0.5,6,5
0.692798,0.364642,0.5,16,14
0.512187,0.604321,0.5,10,8
0.415165,0.408667,0.5,7,5
0.816431,0.604987,0.5,25,19
0.627093,0.779575,0.5,12,11
0.592472,0.479761,0.5,12,7
0.445099,0.862352,0.5,1,1
0.713423,0.218459,0.5,11,11
0.56171,0.654579,0.5,5,4
0.780624,0.982715,0.5,26,23
0.661373,0.661283,0.5,19,14
0.874575,0.912176,0.5,30,20
0.69353,0.258333,0.5,15,13
0.609245,0.23184,0.5,12,10
0.830147,0.455773,0.5,20,17
0.566393,0.660915,0.5,11,9
0.347323,0.333576,0.5,6,5
0.798694,0.66137,0.5,26,21
0.603984,0.78572,0.5,10,10
0.275045,0.407276,0.5,2,2
0.32414,0.206423,0.5,12,10
0.474453,0.943829,0.5,2,2
0.383475,0.583791,0.5,5,4
0.526284,0.798957,0.5,4,2
0.721692,0.459272,0.5,11,8
0.911065,0.507402,0.5,19,17
0.527642,0.605008,0.5,5,4
0.699967,0.332145,0.5,12,12
0.855214,0.423066,0.5,15,13
0.696191,0.552829,0.5,15,14
0.617262,0.872007,0.5,11,8
0.353928,0.534371,0.5,2,2
0.857469,0.227828,0.5,12,7
0.314979,0.736727,0.5,0,0
0.322284,0.501606,0.5,4,4
0.708751,0.32945,0.5,14,11
0.782226,0.929742,0.5,36,24
0.702156,0.395289,0.5,8,6
0.436571,0.808142,0.5,2,2
0.648292,0.746781,0.5,11,9
0.557756,0.237675,0.5,8,8
0.664349,0.468535,0.5,18,17
0.645142,0.955225,0.5,14,13
0.678321,0.419756,0.5,17,16
0.584466,0.603546,0.5,9,7
0.409924,0.26342,0.5,5,4
0.541664,0.862999,0.5,5,5
0.666788,0.353923,0.5,13,10
0.702192,0.945059,0.5,14,10
0.706237,0.543677,0.5,14,14
0.717995,0.611368,0.5,27,25
0.53831,0.273416,0.5,12,12
0.61929,0.633787,0.5,11,10
0.750239,0.516254,0.5,12,9
0.252858,0.683868,0.5,0,0
0.740953,0.411136,0.5,18,15
0.880105,0.31967,0.5,17,14
0.712535,0.433918,0.5,18,15
0.804325,0.816353,0.5,20,15
0.476938,0.688185,0.5,3,3
0.588018,0.620132,0.5,17,14
0.578214,0.459355,0.5,8,6
0.684414,0.975883,0.5,16,14
0.656088,0.487221,0.5,10,10
0.798691,0.871608,0.5,30,24
0.625066,0.462007,0.5,14,12
0.344974,0.613457,0.5,2,2
0.463784,0.778504,0.5,4,2
0.792068,0.340267,0.5,15,11
0.559412,0.727118,0.5,3,3
0.667847,0.941646,0.5,19,14
0.654237,0.98059,0.5,21,21
0.351068,0.285835,0.5,9,9
0.649926,0.743014,0.5,6,5
1,0.961466,0.5,44,36
0.501781,0.67648,0.5,6,6
0.728026,0.668448,0.5,18,16
0.564815,0.352545,0.5,13,11
0.609703,0.620455,0.5,14,14
0.522481,0.816812,0.5,3,3
0.523948,0.620918,0.5,5,4
0.549827,0.379147,0.5,15,11
0.635134,0.401718,0.5,16,14
0.672121,0.822924,0.5,17,15
0.541715,0.847853,0.5,5,5
0.70485,0.787015,0.5,10,7
0.487497,0.56347,0.5,12,11
0.374898,0.212615,0.5,8,7
0.540744,0.549545,0.5,12,9
0.514859,0.97652,0.5,4,3
0.799047,0.801031,0.5,16,15
0.454916,0.389803,0.5,8,6
0.537903,0.552399,0.5,3,3
0.854642,0.215908,0.5,14,11
0.478497,0.376728,0.5,10,10
0.760932,0.796246,0.5,28,24
0.290371,0.605345,0.5,0,0
0.747831,0.690805,0.5,22,20
0.496746,0.580432,0.5,4,3
0.512903,0.926995,0.5,8,7
0.596651,0.915494,0.5,10,6
0.814393,0.396239,0.5,10,9
0.619013,0.357502,0.5,14,9
0.573958,0.273133,0.5,5,3
0.431682,0.260141,0.5,10,7
0.397976,0.642764,0.5,7,6
0.362099,0.938864,0.5,0,0
0.883581,0.718899,0.5,28,21
0.604813,0.69473,0.5,14,12
0.630266,0.608172,0.5,8,7
0.810865,0.359024,0.5,15,14
0.477996,0.490514,0.5,9,9
0.494503,0.336192,0.5,7,7
0.595372,0.506728,0.5,12,11
0.309363,0.43839,0.5,2,2
0.756242,0.525416,0.5,14,12
0.66202,0.723941,0.5,14,13
0.701896,0.873384,0.5,14,13
0.745834,0.626272,0.5,10,8
0.507961,0.61829,0.5,4,3
0.55017,0.624322,0.5,7,7
0.724804,0.43992,0.5,10,7
0.379394,0.672809,0.5,3,2
0.800692,0.315133,0.5,11,10
0.896503,0.473888,0.5,16,11
0.634503,0.815938,0.5,10,7
0.707018,0.530532,0.5,7,5
0.366819,0.588851,0.5,1,1
0.547801,0.532621,0.5,9,7
0.563763,0.780186,0.5,5,5
0.372899,0.393905,0.5,7,6
0.37464,0.96225,0.5,1,1
0.596001,0.61589,0.5,11,8
0.553646,0.744278,0.5,6,6
0.718109,0.622304,0.5,19,17
0.618766,0.951772,0.5,12,10
0.583042,0.249161,0.5,6,4
0.305302,0.331394,0.5,4,3
0.4866,0.703265,0.5,3,1
0.816994,0.259448,0.5,11,10
0.650604,0.454011,0.5,16,12
0.74389,0.716834,0.5,14,12
0.453677,0.402009,0.5,6,6
0.757651,0.658414,0.5,8,8
0.386519,0.685852,0.5,2,2
0.49741,0.885711,0.5,3,2
0.65222,0.760916,0.5,16,15
0.635231,0.365721,0.5,13,13
0.667384,0.9148,0.5,21,17
0.550688,0.650592,0.5,6,5
0.578716,0.698415,0.5,14,14
0.507002,0.337776,0.5,12,10
0.51483,0.90944,0.5,3,3
0.472703,0.716741,0.5,1,1
0.706358,0.409187,0.5,14,10
0.851638,0.330081,0.5,10,9
0.562561,0.737418,0.5,9,9
0.677843,0.659206,0.5,14,12
0.679259,0.853928,0.5,12,10
0.667423,0.494631,0.5,13,9
0.825375,0.815991,0.5,28,27
0.567351,0.357899,0.5,11,10
0.459167,0.688516,0.5,5,4
0.401952,0.526528,0.5,5,4
0.965537,0.497659,0.5,21,15
0.447438,0.445252,0.5,6,4
0.328917,0.897831,0.5,0,0
0.933301,0.538135,0.5,29,22
0.555809,0.566283,0.5,6,4
0.832674,0.254267,0.5,14,14
